"1",-5661.61843383854,-447.86125659193,398.129548697568,-250.185383146691,4284.3263252095,3959.07632373412,-3087.72751659118,-3074.45694269867,2740.42234429384,230.413537357515,-5611.07055345784,-985.314888757415,5696.84361420926,-104.477561506442,-2268.09281084704,4551.25516112697,4066.67992864344,-3193.17908224085,-3589.27190110682,2544.95595450035,-129.458324295742,-5950.27196440077,-993.322343794273,5339.40061506608,-645.795246654799,-2077.61127409527,5215.44609631596,3915.59322012878,-3166.91958884534,-2893.86145365042,2894.44904737765,-101.85598792022
"1",-1251.14791305137,7787.61091537635,93.9600575478123,-1259.75450463793,7532.77890876179,-1873.48078692933,-966.911943072351,8085.76616638401,-342.818509388809,-1690.57286641514,6414.28610766681,833.484996808991,-2205.67078164033,4393.46977333424,1759.12565985285,-2876.25222263322,2237.16513530756,2721.94765886646,-3712.20064032004,-1923.78777263123,3040.23487483176,-3168.16622748815,-5164.23551190191,1862.15434174218,-161.299419249869,-5414.44882722126,697.645994125243,2731.98869879475,-5304.33513292398,89.5176597646954,6487.1295091745,-3009.88745861645
"1",4081.70071963802,-1014.8135037062,-3021.76301821916,-585.879679609237,3184.59439181913,-1973.23330000494,-6578.60272516785,1096.17667984102,-1229.89825906586,-6499.53280437884,294.711066799503,2586.37727215228,-1698.15210496067,212.078920183114,4095.42551899191,4040.13514959272,-1549.59269806582,-2740.99517233118,3566.7000205115,-1978.542153686,-6706.31965279459,624.010791216043,2842.02901509759,-1247.32622023789,201.16597469895,4123.55338557262,3123.01144037603,160.075198026572,3363.05488704012,4451.70068078239,-718.650815426358,561.002357238903
"1",10899.360479713,-3703.32401163605,1926.8784048057,-8334.98240834711,1375.62568320778,1133.99808477688,-5531.85288153854,7304.82030461829,1530.36001817899,-2788.74803462161,11590.4322674,703.752619559505,-738.083995936924,12464.1535404947,-1193.45524589263,845.985036494421,8865.01337128117,-4954.70618912338,482.094762759736,-881.153261547235,-8645.09950857892,420.495644844778,-6735.04411053416,-5183.03098268661,1099.78089264794,-7060.89615300731,6033.93848464541,1920.76855447646,-2356.6968214337,13600.4790494883,356.056164518428,433.369474464588
"1",10568.5740280679,-660.194109347178,-1398.61389967641,7152.08389933429,-4549.30586556678,2633.68557670668,9581.02376856571,-3457.50780116128,-61.8874294711446,10203.2694356431,-936.30730591779,-4306.58043650749,6886.75173972215,1593.6144004794,-8629.07946361488,4704.51347586619,2370.40685686668,-9359.62299335935,-1758.78318358345,2998.08940931727,-5866.34748980974,-5145.2178222056,3187.6180305106,-640.956081058722,-6147.50584288002,3247.57093485768,5482.25550229131,-4156.22831575829,1885.19976926696,10274.9253628582,-2855.95387753304,-1316.78140581334
"1",3027.27424136062,8103.06358586247,-3470.20439375037,686.488893719854,10214.9400861234,-1067.5818563588,-1666.71439925916,10756.1186870239,-759.678329472816,-4822.82534830443,5920.73350914368,1635.12043454814,-7511.44486779839,4002.05017202051,2184.290332482,-9919.51391266289,2297.12379501829,2771.56475774422,-9008.6304744345,-2879.11904550499,2974.08179500086,-8070.01891424796,-4340.29449216492,3656.73550035478,-4134.85638015919,-5318.07420187269,3489.90440877953,1223.984323448,-5655.68298607788,3494.23723905698,4079.29838400801,-5865.88087419725
"1",9869.59657435263,-1917.72246162804,-8281.07795213146,-794.658005780581,-9334.81900519588,707.351254225504,3108.70119085409,9236.74117894352,-1803.79247650641,-10112.3598216646,-2181.83343881056,2788.65321656981,10745.93921731,-1105.63856167479,-10120.363454921,-2486.04765246105,2678.60550938892,10874.8248091809,-1121.73986468505,-10200.6209714326,-2566.09900185775,2748.62356729372,11134.2654437139,-830.710668924728,-10206.3010382637,-2160.49539313607,2910.68902389941,10569.9131427096,-1361.3809851473,-10326.195606907,-1437.7122801243,3154.60266316137
"1",2572.67625068718,3854.47635973745,-2913.81834108565,-9383.42519552117,-295.593283033263,2883.82759860614,9264.98943164162,-1559.17975684603,-9784.40376249987,-2148.2815832729,2065.36626353541,10905.8769107834,-312.289411108496,-8722.80031541248,-3475.05156313873,-6705.02078337341,4130.18615584536,1339.6376362435,-6247.5690171319,-3863.38425492122,-2128.19448906885,8624.71144564507,1676.11202976015,-1554.88531195092,-3933.21038120482,-4437.77415564502,6909.05955166252,1968.0985673772,687.783409263418,-3664.71893732035,-5706.48574016056,5159.01178564469
"1",-7702.97174940964,-1049.98564303412,3637.25954315056,9903.75309315592,-1793.22018326981,-4933.95750182174,-4145.17058428828,-6456.61565493014,2200.05664352618,858.341031024439,10756.8143058424,645.692716234495,2358.39001165408,-3286.50417626565,-7981.50703728509,-2504.78075106387,-3801.44799221569,6115.84109323101,1693.34293969354,9500.39106525789,-722.752003787527,-2057.74382115512,-2523.36348089333,9082.19323326727,-1728.40849184495,-4543.5167930344,6253.40060671574,1503.41225502141,9639.52808347068,-224.209386658585,-1298.33671559855,-3968.30407391944
"1",6590.27987872374,939.655993169552,-3462.60868544027,-2693.64886630231,7847.96696102915,253.50484617439,-5061.13549561592,-2363.69003531026,871.914140662301,7549.03679757585,-578.699890591057,-8566.26606925984,122.065547652041,2696.01494352333,5755.53332982062,-2349.87337758411,-6518.85203448838,2844.17504496275,2393.25602788607,1654.78636984028,-2538.11503653972,-4555.71860125753,5209.97011536699,1898.70897925746,-1785.15019736217,-2571.26949306803,-2774.9389282776,6685.05587717889,1028.69437853823,-2351.55304880276,-2585.80086171068,-2175.60813367441
